spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryo.referenceTracking,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.cores,spark.executor.cores,spark.driver.memory,spark.executor.memory,spark.storage.memoryFraction,spark.storage.unrollFraction,spark.network.timeout,spark.locality.wait,spark.scheduler.revive.interval,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.speculation,spark.broadcast.compress,spark.rdd.compress,spark.serializer,spark.memory.storageFraction,spark.default.parallelism,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.instances,spark.python.worker.memory,spark.python.worker.reuse,spark.rpc.message.maxSize,spark.driver.maxResultSize,spark.driver.memoryOverhead,spark.reducer.maxReqsInFlight,spark.reducer.maxBlocksInFlightPerAddress,spark.maxRemoteBlockSizeFetchToMem,spark.shuffle.io.maxRetries,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.io.preferDirectBufs,spark.shuffle.io.backLog,spark.shuffle.service.index.cache.size,spark.shuffle.maxChunksBeingTransferred,spark.memory.useLegacyMode,spark.storage.replication.proactive,spark.cleaner.periodicGC.interval,spark.cleaner.referenceTracking,spark.cleaner.referenceTracking.blocking,spark.cleaner.referenceTracking.blocking.shuffle,spark.cleaner.referenceTracking.cleanCheckpoints,spark.broadcast.checksum,spark.executor.heartbeatInterval,spark.files.fetchTimeout,spark.files.useFetchCache,spark.files.overwrite,spark.files.maxPartitionBytes,spark.files.openCostInBytes,spark.storage.memoryMapThreshold,spark.hadoop.mapreduce.fileoutputcommitter.algorithm.version,spark.rpc.io.backLog,spark.port.maxRetries,spark.rpc.numRetries,spark.rpc.retry.wait,spark.rpc.lookupTimeout,spark.scheduler.minRegisteredResourcesRatio,spark.scheduler.mode,spark.scheduler.listenerbus.eventqueue.capacity,spark.scheduler.blacklist.unschedulableTaskSetTimeout,spark.task.reaper.enabled,spark.task.reaper.pollingInterval,spark.task.reaper.threadDump,spark.stage.maxConsecutiveAttempts,spark.streaming.backpressure.enabled,spark.streaming.blockInterval,spark.streaming.receiver.writeAheadLog.enable,spark.streaming.unpersist,spark.streaming.stopGracefullyOnShutdown,runtime
90.0,290.0,0.3,735.0,764.0,4.48,0.85,100.0,1.0,234.0,161.0,0.0,57.0,29.0,6.0,4.0,10.0,14.0,0.7,0.3,161.0,3.0,45.0,3.0,0.0,0.59,1.0,1.0,1.0,1.0,0.72,258.0,1.0,214.0,14.0,874.0,0.0,475.0,1810.0,409.0,7685.0,28808.0,12741.0,4.0,1.0,1.0,76.0,174.0,21250.0,1.0,0.0,70.0,1.0,0.0,1.0,1.0,0.0,5.0,48.0,1.0,1.0,33583312.0,2099522.0,449.0,2.0,63.0,28.0,2.0,6.0,214.0,0.7,1.0,3820.0,190.0,1.0,8.0,1.0,5.0,0.0,60.0,0.0,1.0,0.0,352.152
420.0,382.0,0.44,515.0,725.0,4.62,0.94,65.0,1.0,75.0,109.0,1.0,92.0,7.0,7.0,8.0,11.0,12.0,0.85,0.44,460.0,4.0,50.0,5.0,1.0,0.5,1.0,0.0,1.0,1.0,0.73,179.0,0.0,341.0,11.0,425.0,0.0,195.0,1876.0,594.0,6380.0,18405.0,1456.0,4.0,2.0,0.0,48.0,141.0,32836.0,0.0,1.0,83.0,0.0,0.0,1.0,0.0,1.0,19.0,28.0,0.0,1.0,33567049.0,2125701.0,106.0,2.0,73.0,32.0,2.0,3.0,202.0,0.7,0.0,8285.0,115.0,1.0,9.0,1.0,8.0,1.0,384.0,1.0,1.0,1.0,370.488
146.0,126.0,0.1,124.0,17.0,3.1,0.27,11.0,2.0,188.0,233.0,1.0,48.0,114.0,8.0,6.0,14.0,14.0,0.82,0.76,494.0,8.0,45.0,6.0,0.0,0.67,0.0,1.0,1.0,0.0,0.64,14.0,0.0,185.0,11.0,170.0,0.0,360.0,1265.0,1062.0,7069.0,23018.0,10975.0,8.0,5.0,0.0,82.0,50.0,2940.0,1.0,1.0,56.0,1.0,1.0,0.0,1.0,1.0,18.0,49.0,0.0,1.0,33563957.0,2126087.0,208.0,1.0,88.0,12.0,2.0,6.0,93.0,0.8,1.0,4913.0,110.0,0.0,19.0,0.0,7.0,1.0,478.0,0.0,1.0,1.0,433.344
187.0,270.0,0.23,701.0,714.0,5.74,0.9,85.0,0.0,42.0,233.0,1.0,111.0,50.0,9.0,2.0,1.0,11.0,0.82,0.6,361.0,9.0,18.0,7.0,1.0,0.53,1.0,1.0,0.0,0.0,0.94,121.0,0.0,949.0,8.0,600.0,1.0,301.0,972.0,413.0,21784.0,6249.0,17055.0,9.0,1.0,0.0,63.0,148.0,31448.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,15.0,53.0,1.0,0.0,33571481.0,2117359.0,493.0,2.0,93.0,10.0,5.0,6.0,56.0,0.9,1.0,4210.0,64.0,1.0,16.0,0.0,4.0,1.0,227.0,1.0,0.0,0.0,360.597
355.0,411.0,0.18,848.0,177.0,2.2,0.27,24.0,2.0,38.0,253.0,0.0,91.0,59.0,9.0,5.0,17.0,12.0,0.55,0.53,209.0,3.0,2.0,4.0,1.0,0.72,1.0,1.0,0.0,0.0,0.62,40.0,1.0,339.0,10.0,988.0,0.0,176.0,927.0,496.0,11489.0,4974.0,11419.0,7.0,4.0,1.0,19.0,136.0,440.0,1.0,1.0,63.0,1.0,1.0,1.0,0.0,1.0,9.0,76.0,0.0,1.0,33568658.0,2101577.0,99.0,1.0,72.0,7.0,3.0,6.0,46.0,0.8,1.0,11783.0,49.0,1.0,14.0,0.0,6.0,1.0,475.0,1.0,1.0,0.0,325.058
161.0,367.0,0.58,925.0,454.0,5.44,0.33,109.0,2.0,179.0,70.0,0.0,120.0,127.0,1.0,1.0,5.0,12.0,0.88,0.41,148.0,3.0,26.0,6.0,0.0,0.97,0.0,1.0,1.0,1.0,0.5,484.0,1.0,901.0,13.0,965.0,1.0,478.0,1005.0,705.0,20778.0,14259.0,26944.0,10.0,1.0,1.0,84.0,71.0,29888.0,1.0,1.0,82.0,0.0,1.0,1.0,1.0,0.0,10.0,82.0,1.0,0.0,33584062.0,2102659.0,283.0,1.0,95.0,13.0,2.0,4.0,120.0,0.7,0.0,18763.0,207.0,0.0,8.0,1.0,5.0,0.0,199.0,0.0,1.0,0.0,407.021
416.0,194.0,0.7,995.0,832.0,2.63,0.85,113.0,1.0,26.0,125.0,1.0,68.0,107.0,9.0,9.0,8.0,13.0,0.85,0.91,218.0,2.0,16.0,4.0,1.0,0.58,1.0,0.0,1.0,0.0,0.79,433.0,1.0,633.0,13.0,386.0,1.0,248.0,1658.0,580.0,22309.0,23739.0,31182.0,6.0,3.0,1.0,43.0,157.0,15097.0,1.0,0.0,54.0,0.0,1.0,0.0,1.0,0.0,16.0,35.0,0.0,0.0,33578176.0,2129591.0,129.0,2.0,99.0,22.0,2.0,4.0,233.0,0.8,1.0,13107.0,108.0,1.0,15.0,0.0,5.0,0.0,183.0,1.0,1.0,1.0,331.027
436.0,205.0,0.46,198.0,908.0,3.8,0.1,43.0,2.0,163.0,142.0,1.0,10.0,37.0,11.0,6.0,19.0,9.0,0.73,0.87,443.0,5.0,27.0,4.0,1.0,0.62,0.0,1.0,1.0,0.0,0.68,130.0,0.0,31.0,8.0,283.0,0.0,375.0,1513.0,997.0,29333.0,9828.0,26873.0,10.0,1.0,1.0,27.0,160.0,29605.0,1.0,0.0,85.0,0.0,1.0,1.0,0.0,0.0,9.0,82.0,0.0,1.0,33562459.0,2112660.0,89.0,2.0,110.0,10.0,4.0,3.0,49.0,0.7,0.0,19181.0,30.0,0.0,3.0,0.0,8.0,1.0,400.0,0.0,0.0,0.0,722.257
238.0,476.0,0.82,969.0,57.0,2.19,0.5,32.0,0.0,30.0,242.0,1.0,54.0,114.0,11.0,10.0,15.0,15.0,0.47,0.63,265.0,10.0,45.0,8.0,1.0,0.96,1.0,0.0,1.0,0.0,0.93,172.0,1.0,718.0,12.0,993.0,1.0,259.0,1276.0,727.0,5500.0,29179.0,16666.0,7.0,5.0,1.0,73.0,106.0,13332.0,0.0,1.0,54.0,1.0,0.0,0.0,1.0,1.0,13.0,70.0,0.0,0.0,33557858.0,2107845.0,313.0,2.0,38.0,8.0,2.0,2.0,30.0,0.9,1.0,3206.0,177.0,0.0,19.0,0.0,6.0,1.0,108.0,0.0,0.0,1.0,539.406
67.0,138.0,0.54,678.0,233.0,4.11,0.68,92.0,0.0,36.0,98.0,1.0,126.0,14.0,2.0,7.0,16.0,10.0,0.47,0.95,182.0,1.0,37.0,6.0,1.0,0.74,0.0,1.0,1.0,0.0,0.86,51.0,0.0,608.0,8.0,192.0,0.0,230.0,1277.0,387.0,8787.0,1768.0,4471.0,7.0,5.0,1.0,38.0,53.0,11969.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,18.0,75.0,0.0,0.0,33575527.0,2124940.0,427.0,2.0,110.0,25.0,2.0,2.0,40.0,0.8,1.0,5173.0,198.0,1.0,4.0,0.0,5.0,0.0,422.0,0.0,1.0,1.0,608.195
69.0,193.0,0.89,102.0,185.0,3.45,0.78,46.0,0.0,180.0,37.0,0.0,92.0,17.0,4.0,5.0,19.0,13.0,0.5,0.4,411.0,7.0,8.0,3.0,0.0,0.99,0.0,1.0,0.0,1.0,0.72,257.0,0.0,449.0,10.0,169.0,1.0,382.0,1907.0,1276.0,6849.0,278.0,3341.0,7.0,4.0,1.0,101.0,168.0,18341.0,0.0,1.0,70.0,0.0,1.0,0.0,1.0,1.0,18.0,38.0,0.0,1.0,33586718.0,2108610.0,226.0,1.0,96.0,10.0,3.0,5.0,216.0,0.8,0.0,15950.0,113.0,0.0,16.0,0.0,7.0,0.0,389.0,0.0,1.0,1.0,597.952
168.0,223.0,0.55,413.0,546.0,2.11,0.91,121.0,2.0,119.0,218.0,1.0,100.0,13.0,3.0,5.0,5.0,10.0,0.61,0.63,489.0,5.0,36.0,4.0,1.0,0.93,0.0,0.0,0.0,0.0,0.86,348.0,0.0,146.0,9.0,180.0,1.0,464.0,1747.0,620.0,32621.0,19549.0,7245.0,9.0,2.0,0.0,111.0,71.0,4567.0,1.0,1.0,48.0,0.0,1.0,0.0,1.0,0.0,18.0,64.0,0.0,0.0,33567391.0,2125547.0,107.0,1.0,76.0,9.0,4.0,1.0,206.0,0.8,0.0,8390.0,99.0,0.0,5.0,1.0,4.0,1.0,127.0,1.0,0.0,0.0,480.412
468.0,177.0,0.81,188.0,924.0,4.58,0.44,52.0,2.0,92.0,223.0,0.0,52.0,8.0,8.0,8.0,10.0,17.0,0.59,0.15,214.0,7.0,22.0,3.0,1.0,0.71,1.0,0.0,1.0,0.0,0.73,461.0,1.0,297.0,8.0,990.0,1.0,404.0,824.0,582.0,26309.0,6613.0,7191.0,8.0,1.0,0.0,126.0,119.0,31848.0,1.0,1.0,35.0,0.0,1.0,0.0,1.0,1.0,20.0,61.0,0.0,1.0,33560468.0,2098894.0,90.0,1.0,53.0,9.0,5.0,5.0,123.0,0.7,1.0,7798.0,180.0,0.0,17.0,1.0,4.0,0.0,469.0,0.0,1.0,1.0,510.407
2.0,320.0,0.2,757.0,944.0,4.42,0.22,103.0,2.0,77.0,98.0,0.0,55.0,25.0,12.0,8.0,14.0,9.0,0.96,0.75,342.0,6.0,23.0,5.0,1.0,0.68,1.0,1.0,1.0,0.0,0.55,166.0,0.0,611.0,13.0,210.0,0.0,379.0,1465.0,384.0,2254.0,2727.0,24632.0,4.0,3.0,1.0,50.0,76.0,7323.0,1.0,0.0,58.0,1.0,1.0,1.0,1.0,1.0,15.0,26.0,0.0,1.0,33555476.0,2129739.0,309.0,1.0,43.0,5.0,4.0,2.0,129.0,0.9,0.0,4152.0,119.0,0.0,15.0,1.0,5.0,1.0,419.0,0.0,1.0,0.0,551.101
298.0,480.0,0.53,108.0,371.0,2.25,0.73,13.0,0.0,194.0,229.0,0.0,125.0,17.0,4.0,2.0,3.0,15.0,0.91,0.7,355.0,9.0,22.0,4.0,1.0,0.81,1.0,1.0,1.0,0.0,0.64,183.0,1.0,328.0,10.0,561.0,0.0,471.0,1521.0,528.0,17481.0,11555.0,27126.0,2.0,3.0,1.0,58.0,157.0,15549.0,1.0,0.0,24.0,0.0,1.0,1.0,1.0,1.0,11.0,40.0,0.0,0.0,33561174.0,2114011.0,118.0,2.0,76.0,19.0,2.0,5.0,155.0,0.9,1.0,13921.0,159.0,0.0,7.0,1.0,7.0,0.0,224.0,0.0,1.0,1.0,367.08
118.0,467.0,0.3,144.0,900.0,4.15,0.59,55.0,2.0,101.0,58.0,0.0,8.0,22.0,5.0,1.0,18.0,15.0,0.6,0.38,374.0,5.0,9.0,3.0,0.0,0.72,1.0,1.0,0.0,0.0,0.92,124.0,1.0,301.0,9.0,187.0,0.0,275.0,1833.0,1894.0,3901.0,25117.0,32709.0,2.0,3.0,1.0,74.0,185.0,23013.0,0.0,1.0,75.0,0.0,1.0,1.0,0.0,0.0,19.0,65.0,0.0,1.0,33569959.0,2098962.0,165.0,2.0,89.0,6.0,5.0,5.0,92.0,0.9,1.0,14612.0,187.0,1.0,4.0,1.0,7.0,1.0,484.0,0.0,1.0,1.0,263.675
96.0,399.0,0.38,979.0,190.0,4.4,0.81,61.0,0.0,26.0,15.0,1.0,36.0,108.0,7.0,6.0,19.0,12.0,0.7,0.29,425.0,1.0,34.0,3.0,0.0,0.91,1.0,1.0,0.0,0.0,0.85,86.0,0.0,830.0,13.0,946.0,1.0,472.0,1152.0,1173.0,19993.0,31853.0,27556.0,4.0,2.0,1.0,91.0,50.0,8277.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,1.0,5.0,37.0,0.0,0.0,33562656.0,2126079.0,495.0,2.0,98.0,17.0,5.0,5.0,239.0,0.7,1.0,17603.0,169.0,0.0,14.0,1.0,4.0,0.0,472.0,1.0,0.0,1.0,577.787
82.0,216.0,0.38,770.0,306.0,4.22,0.27,38.0,1.0,145.0,231.0,0.0,125.0,14.0,3.0,8.0,9.0,14.0,0.41,0.15,465.0,6.0,5.0,7.0,0.0,0.65,1.0,0.0,1.0,1.0,0.53,169.0,0.0,409.0,14.0,954.0,1.0,284.0,1635.0,437.0,4857.0,15304.0,31469.0,2.0,1.0,1.0,57.0,165.0,7145.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,1.0,7.0,36.0,0.0,1.0,33576958.0,2105228.0,267.0,2.0,70.0,30.0,4.0,6.0,155.0,0.8,1.0,6041.0,165.0,1.0,17.0,1.0,7.0,0.0,395.0,0.0,1.0,1.0,579.93
195.0,247.0,0.63,659.0,849.0,2.91,0.3,61.0,2.0,143.0,118.0,1.0,15.0,97.0,1.0,2.0,6.0,8.0,0.82,0.78,146.0,8.0,33.0,5.0,1.0,0.63,0.0,0.0,1.0,1.0,0.54,266.0,1.0,584.0,12.0,823.0,1.0,415.0,1996.0,427.0,11887.0,8212.0,11536.0,2.0,5.0,1.0,109.0,95.0,13698.0,1.0,1.0,89.0,0.0,1.0,1.0,1.0,0.0,17.0,49.0,0.0,0.0,33569705.0,2098643.0,411.0,1.0,101.0,6.0,5.0,3.0,60.0,0.7,1.0,6749.0,44.0,0.0,9.0,0.0,5.0,1.0,62.0,1.0,0.0,0.0,408.422
233.0,26.0,0.62,897.0,816.0,3.45,0.36,58.0,1.0,85.0,194.0,1.0,69.0,109.0,8.0,1.0,20.0,11.0,0.57,0.84,212.0,8.0,23.0,4.0,0.0,0.82,0.0,0.0,0.0,0.0,0.89,295.0,0.0,380.0,8.0,788.0,0.0,418.0,2035.0,1306.0,29758.0,23306.0,1731.0,10.0,1.0,1.0,13.0,158.0,30938.0,0.0,1.0,67.0,0.0,1.0,1.0,0.0,0.0,20.0,74.0,0.0,1.0,33569580.0,2100485.0,277.0,2.0,57.0,16.0,5.0,6.0,104.0,0.7,0.0,13607.0,142.0,1.0,4.0,0.0,8.0,0.0,458.0,0.0,0.0,1.0,425.992
143.0,183.0,0.17,913.0,115.0,2.1,0.93,107.0,2.0,150.0,188.0,0.0,72.0,83.0,9.0,10.0,13.0,16.0,0.43,0.63,263.0,5.0,27.0,5.0,1.0,0.79,1.0,1.0,0.0,1.0,0.74,278.0,0.0,722.0,12.0,654.0,1.0,324.0,1611.0,1545.0,24520.0,13824.0,21451.0,9.0,5.0,0.0,108.0,96.0,19632.0,0.0,0.0,77.0,1.0,0.0,1.0,1.0,0.0,8.0,41.0,1.0,0.0,33561529.0,2117369.0,396.0,1.0,48.0,4.0,4.0,5.0,183.0,0.7,1.0,7069.0,66.0,1.0,19.0,0.0,5.0,1.0,82.0,1.0,0.0,1.0,290.722
276.0,110.0,0.45,756.0,672.0,5.67,0.9,44.0,1.0,243.0,243.0,1.0,111.0,116.0,3.0,4.0,12.0,14.0,0.75,0.25,168.0,1.0,29.0,7.0,0.0,0.77,1.0,1.0,0.0,0.0,0.55,115.0,0.0,899.0,9.0,491.0,0.0,488.0,1553.0,1418.0,19748.0,5610.0,20261.0,6.0,4.0,1.0,20.0,125.0,12143.0,0.0,0.0,21.0,1.0,0.0,1.0,0.0,1.0,7.0,53.0,0.0,0.0,33581576.0,2125201.0,231.0,2.0,113.0,15.0,5.0,4.0,121.0,0.7,1.0,13116.0,67.0,1.0,11.0,1.0,4.0,0.0,62.0,1.0,1.0,0.0,694.491
69.0,305.0,0.8,556.0,796.0,3.8,0.97,32.0,1.0,154.0,134.0,1.0,64.0,113.0,9.0,9.0,11.0,18.0,0.66,0.29,172.0,9.0,2.0,5.0,1.0,0.74,1.0,1.0,0.0,1.0,0.67,400.0,1.0,47.0,8.0,751.0,0.0,433.0,1915.0,631.0,15002.0,30489.0,11351.0,2.0,4.0,1.0,48.0,190.0,4971.0,0.0,0.0,66.0,1.0,1.0,0.0,0.0,1.0,19.0,28.0,0.0,1.0,33586592.0,2109784.0,124.0,2.0,78.0,9.0,5.0,3.0,223.0,0.8,1.0,7510.0,82.0,1.0,12.0,1.0,7.0,0.0,242.0,1.0,1.0,1.0,355.09
456.0,40.0,0.72,870.0,561.0,5.5,0.75,60.0,0.0,251.0,64.0,0.0,17.0,86.0,4.0,3.0,12.0,10.0,0.58,0.84,362.0,8.0,41.0,3.0,0.0,0.93,0.0,0.0,0.0,0.0,0.71,140.0,0.0,840.0,13.0,350.0,0.0,390.0,674.0,679.0,32168.0,13595.0,14160.0,9.0,4.0,0.0,110.0,152.0,10136.0,1.0,0.0,82.0,1.0,1.0,1.0,0.0,0.0,18.0,41.0,1.0,1.0,33580077.0,2099515.0,454.0,1.0,120.0,22.0,2.0,3.0,43.0,0.7,0.0,3933.0,143.0,1.0,13.0,0.0,4.0,1.0,355.0,0.0,1.0,1.0,640.875
254.0,74.0,0.58,165.0,632.0,4.38,0.77,119.0,2.0,62.0,207.0,1.0,107.0,80.0,3.0,2.0,4.0,13.0,0.84,0.4,462.0,8.0,33.0,7.0,0.0,0.75,0.0,1.0,0.0,0.0,0.66,441.0,0.0,612.0,13.0,651.0,0.0,386.0,732.0,640.0,5715.0,6369.0,25691.0,8.0,3.0,0.0,56.0,171.0,29524.0,0.0,1.0,28.0,1.0,1.0,0.0,0.0,1.0,20.0,38.0,0.0,0.0,33581009.0,2104256.0,346.0,1.0,63.0,5.0,4.0,5.0,192.0,0.9,1.0,14281.0,76.0,0.0,3.0,1.0,7.0,1.0,182.0,0.0,1.0,0.0,544.712
213.0,341.0,0.65,216.0,189.0,5.72,0.12,13.0,2.0,20.0,100.0,0.0,41.0,34.0,2.0,7.0,14.0,16.0,0.82,0.23,242.0,7.0,10.0,8.0,1.0,0.77,0.0,1.0,1.0,1.0,0.51,308.0,1.0,117.0,11.0,834.0,0.0,392.0,658.0,1317.0,8625.0,4075.0,9584.0,10.0,3.0,0.0,25.0,68.0,1869.0,1.0,1.0,16.0,0.0,1.0,0.0,1.0,0.0,20.0,49.0,0.0,1.0,33586726.0,2107489.0,54.0,2.0,85.0,24.0,4.0,4.0,153.0,0.7,0.0,13974.0,83.0,0.0,4.0,0.0,7.0,0.0,414.0,0.0,0.0,1.0,429.168
186.0,478.0,0.34,537.0,403.0,3.14,0.64,90.0,0.0,43.0,2.0,0.0,48.0,25.0,10.0,8.0,17.0,9.0,0.6,0.49,358.0,10.0,12.0,8.0,1.0,0.8,1.0,0.0,0.0,0.0,0.73,366.0,1.0,750.0,8.0,742.0,0.0,252.0,1174.0,772.0,25320.0,27718.0,31238.0,10.0,3.0,0.0,69.0,55.0,22826.0,1.0,0.0,39.0,0.0,1.0,1.0,1.0,0.0,9.0,67.0,0.0,0.0,33576736.0,2106913.0,213.0,2.0,121.0,11.0,2.0,5.0,91.0,0.9,1.0,10193.0,50.0,1.0,8.0,0.0,8.0,0.0,489.0,1.0,1.0,0.0,564.021
215.0,302.0,0.68,813.0,47.0,3.32,0.44,87.0,0.0,15.0,213.0,0.0,51.0,127.0,10.0,10.0,20.0,11.0,0.87,0.74,217.0,1.0,7.0,4.0,0.0,0.97,0.0,1.0,0.0,0.0,0.74,16.0,1.0,972.0,11.0,319.0,1.0,257.0,1427.0,896.0,20265.0,19744.0,8342.0,9.0,5.0,0.0,74.0,154.0,31449.0,1.0,0.0,75.0,1.0,0.0,0.0,1.0,0.0,19.0,41.0,1.0,0.0,33577662.0,2114319.0,261.0,1.0,109.0,15.0,3.0,2.0,137.0,0.9,0.0,3152.0,133.0,1.0,8.0,0.0,8.0,1.0,413.0,1.0,1.0,0.0,428.818
413.0,128.0,0.74,244.0,795.0,4.13,0.76,77.0,0.0,89.0,71.0,1.0,62.0,57.0,2.0,8.0,1.0,15.0,0.84,0.88,381.0,7.0,12.0,8.0,1.0,0.98,1.0,1.0,0.0,1.0,0.62,88.0,0.0,483.0,12.0,501.0,0.0,287.0,1479.0,427.0,19999.0,26850.0,29288.0,8.0,4.0,1.0,43.0,77.0,10267.0,1.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,6.0,24.0,1.0,0.0,33574705.0,2118899.0,357.0,1.0,71.0,10.0,3.0,6.0,223.0,0.9,0.0,16758.0,112.0,0.0,15.0,0.0,5.0,1.0,301.0,0.0,1.0,0.0,391.107
444.0,405.0,0.75,823.0,40.0,5.5,0.5,77.0,0.0,13.0,145.0,0.0,117.0,17.0,9.0,8.0,19.0,11.0,0.68,0.49,258.0,7.0,49.0,3.0,1.0,0.65,1.0,0.0,0.0,1.0,0.95,507.0,1.0,119.0,14.0,458.0,1.0,494.0,1354.0,2126.0,21140.0,12104.0,23678.0,9.0,1.0,1.0,123.0,182.0,31705.0,1.0,1.0,36.0,0.0,1.0,1.0,1.0,1.0,7.0,28.0,0.0,1.0,33571921.0,2120053.0,84.0,1.0,115.0,23.0,3.0,3.0,45.0,0.7,1.0,12393.0,188.0,1.0,12.0,1.0,8.0,1.0,424.0,1.0,0.0,0.0,571.094
306.0,24.0,0.22,506.0,429.0,4.22,0.6,68.0,1.0,95.0,18.0,1.0,83.0,27.0,3.0,1.0,20.0,9.0,0.41,0.97,132.0,9.0,48.0,3.0,1.0,0.53,0.0,0.0,1.0,0.0,0.59,139.0,1.0,189.0,9.0,851.0,1.0,255.0,1396.0,565.0,20439.0,24109.0,27575.0,2.0,5.0,1.0,62.0,81.0,6774.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,14.0,87.0,1.0,1.0,33568158.0,2111246.0,201.0,1.0,121.0,21.0,5.0,1.0,94.0,0.7,0.0,7141.0,134.0,1.0,11.0,1.0,4.0,1.0,74.0,0.0,0.0,0.0,413.295
108.0,354.0,0.73,565.0,971.0,3.29,0.45,28.0,0.0,251.0,64.0,0.0,128.0,58.0,3.0,2.0,20.0,13.0,0.77,0.88,178.0,7.0,9.0,6.0,1.0,0.95,0.0,0.0,1.0,0.0,0.82,469.0,1.0,166.0,10.0,510.0,0.0,233.0,860.0,414.0,23707.0,26541.0,16477.0,10.0,3.0,0.0,94.0,192.0,29437.0,0.0,1.0,11.0,1.0,1.0,1.0,1.0,0.0,15.0,50.0,0.0,1.0,33560212.0,2104075.0,435.0,1.0,105.0,23.0,4.0,5.0,86.0,0.8,0.0,6776.0,49.0,0.0,7.0,0.0,4.0,0.0,233.0,1.0,0.0,1.0,360.718
28.0,268.0,0.26,738.0,792.0,5.91,0.33,79.0,2.0,9.0,209.0,0.0,52.0,120.0,7.0,10.0,19.0,13.0,0.86,0.23,333.0,5.0,39.0,7.0,0.0,0.76,0.0,1.0,1.0,1.0,0.56,102.0,1.0,984.0,10.0,979.0,0.0,490.0,1564.0,714.0,22639.0,8582.0,5159.0,2.0,4.0,0.0,103.0,55.0,14885.0,0.0,0.0,81.0,1.0,1.0,0.0,1.0,1.0,12.0,56.0,1.0,0.0,33563640.0,2111098.0,223.0,1.0,37.0,27.0,3.0,2.0,115.0,0.9,0.0,14957.0,234.0,0.0,3.0,0.0,5.0,1.0,414.0,1.0,0.0,1.0,576.962
342.0,70.0,0.4,105.0,664.0,4.94,0.82,18.0,1.0,105.0,112.0,1.0,13.0,24.0,4.0,5.0,2.0,17.0,0.95,0.35,321.0,10.0,9.0,5.0,1.0,0.95,1.0,0.0,0.0,0.0,0.83,109.0,1.0,482.0,13.0,337.0,0.0,200.0,1511.0,395.0,32192.0,32484.0,23367.0,9.0,3.0,0.0,95.0,51.0,24463.0,1.0,1.0,87.0,1.0,1.0,1.0,1.0,1.0,8.0,83.0,0.0,1.0,33566049.0,2101095.0,215.0,1.0,121.0,32.0,3.0,1.0,121.0,0.7,1.0,17706.0,81.0,0.0,20.0,1.0,5.0,1.0,53.0,0.0,0.0,1.0,229.264
382.0,163.0,0.75,333.0,325.0,5.75,0.7,50.0,2.0,38.0,239.0,1.0,77.0,111.0,3.0,6.0,17.0,15.0,0.63,0.35,165.0,3.0,25.0,4.0,0.0,0.53,0.0,0.0,0.0,1.0,0.5,131.0,0.0,841.0,11.0,300.0,0.0,254.0,1645.0,1846.0,26438.0,24245.0,25950.0,7.0,3.0,1.0,91.0,151.0,28569.0,0.0,0.0,66.0,1.0,0.0,1.0,1.0,1.0,17.0,74.0,0.0,1.0,33586110.0,2107321.0,146.0,1.0,110.0,18.0,5.0,5.0,169.0,0.7,0.0,2683.0,137.0,0.0,15.0,1.0,4.0,0.0,275.0,0.0,1.0,1.0,618.148
356.0,360.0,0.85,727.0,870.0,2.42,0.95,123.0,0.0,200.0,179.0,0.0,12.0,15.0,9.0,2.0,4.0,18.0,0.57,0.19,240.0,6.0,27.0,5.0,1.0,0.61,0.0,1.0,0.0,0.0,0.69,333.0,1.0,960.0,12.0,590.0,0.0,442.0,647.0,580.0,15805.0,23572.0,14442.0,6.0,2.0,0.0,90.0,88.0,13613.0,0.0,1.0,50.0,1.0,1.0,1.0,1.0,1.0,19.0,42.0,0.0,1.0,33563122.0,2114894.0,258.0,2.0,67.0,22.0,3.0,2.0,182.0,0.8,0.0,2234.0,54.0,1.0,18.0,1.0,6.0,1.0,152.0,1.0,1.0,1.0,309.2
